label;Text
;Mantan Ketum PBNU Said Aqil Soroti Dirjen Pajak: Bukan Tidak Mungkin Meminta Warga NU Tidak Bayar Pajak https://t.co/5q4YZpY3wl
;"Membuka lapangan kerja itu butuh usaha,,memasuki lingkungan kerja juga butuh usaha,,untuk mendapat upah layak di kerja butuh usaha,,mencapai sejahtera dihari tua butuh usaha.
Dan disetiap usaha pasti ada ""pajak""nya."
;@kring_pajak Kak, ditunggu jawaban DM nya. Aku belom lapor SPT??
;"Mantan ketua Umum PBNU Said Aqil menyinggung cara mantan pejabat pajak Rafael Alun Trisambodo dalam mendidik anaknya, Mario Dandy. Hal ini disampaikan saat menjenguk Cristalino David Ozora di RS Mayapada, Kuningan, Jakarta Selatan pada Selasa (28/2). 

https://t.co/RRwiykqrpk https://t.co/26QenXVLEj"
;"@CNNIndonesia Bapak kn muslim dan bapak juga tau sahabat rasul itu sukses dgn cara apa pajak atau zakat mending kn bapak ilmu agamanya lbh tau coba usulkan kpd presiden cara rasulullah memimpin atau cara sahabat memimpin agar masyrkt indo maju &amp; berkah"
;"@ganjarpranowo Sehat selalu pak Ganjar, sudah lapor pajak belum?, 
Menuju RI-1 tanpa PDIP. Semangat"
;@kurawa Pegawai pegawai pajak kok gitu sih? ?? kenapa alergi sama bu sri?
;@Mukidi_alNgibul Pajak itu bukan haram akan tetapi juga untuk kebaikan kita bersama , agar negara maju dalam pembangunan serta pada jaman dahulupun sudah ada pajak yang dipergunakan untuk mensejahterakan kehidupan bersama
;@suryaamriza @CNNIndonesia Memang lahan basahnya orang pajak disana. Uang Pajak ga dikorupsi pegawai pajak, tapi dikorupsi pemakai anggaran.
;"@DitjenPajakRI Pajak bukan bukan buat rakyat.. 

Tapi lebih kepake buat gaji dan ongkos pegawai pemerintahan.. Ada pula yg di pake buat hedon.."
;@tanyakanrl 8/10 soalnya ketemu matkul pajak yang seru abiss jadinya bikin mood kuliah aku ??????
;"Ayoooo pajak untuk...
#UangKita https://t.co/oEtUlflilz"
;@DitjenPajakRI Wkwk pantes aja klian ini ngebet bgt malak pajak sama kami ternyta bwt memakmur kan pegawainya dan smpe di curigai oleh kaum klian karna takut gk membayar  pajak
;@aldyrhmnd ya betul, satu juta dipotong pajak. bayar pajak ya coz msh banyak yg blm beli rubicon
;"#DirjenPajakBiangKorupsi 
Rakyta di paksa bayar pajak tinggi,pajabatnya pada nunggak pajak...kan bangsat namanya
#DirjenPajakBiangKorupsi https://t.co/xS6bilIMOv"
;@ShofiHoo @paijodirajo @prastow Ya betul.. Jdi babi itu kenyang kaya raya main apa?? Kita bahas babi kenyang ngakalin peraturan.. Bukan ujian hebat2an ngarti kan pajak dan cukai scra objektif.. Betul nga???
;@DonAdam68 Dah lama...dimulai dri kasus Gayus, hampir semua pegawai pajak hidupnya waah....
;"@kegblgnunfaedh Harta
Tahta
Duit pajak
 https://t.co/rKwBpJ7dSE"
;@CNNIndonesia Ya iyalahh uang pajak dikorup d bagi2 para pejabatnya untuk kekayaan pribadi.
;"Hidup Mewah Pegawai Pajak Cermin Kegagalan Menteri Keuangan https://t.co/JWMxX5S9Ms
Covid-19
Selasa 28 Februari 2023
Ada 6.736.046
Meninggal 160.914
Bismillah
Sore
Jam 5
Jakarta
Indra Bekti
Tanpa
QR Code
Nadia
Zara
Black Mirror
#DirjenPajakBiangKorupsi
#DirjenPajakBiangKorupsi"
;@CH4__15R @JessicaTwn86 Lha iyalah beda orang kaya yg punya mobil dan kita yg hanya punya motor, paling tinggi angkot, cukup pake jalan biasa. Jln toll juga dimaksudkan agar produksi mobil bs jalan terus walaupun semakin lama semakin mahal dan hanya menguntungkan pengusaha mobil dan menaikkan pajak.
;@DitjenPajakRI Min, saya udah bayar pajak, harus lapor, kalo ga lapor didenda, pegawai djp sendiri blm tentu bayar pajak, SUSAH BENER HIDUP ANE.... NASIB2
;"@kring_pajak @p0tabee #LupaEFIN 
1. WP Atas nama Astrini Kanapan
2. Sudah pernah aktivasi efin tapi lupa efin karena tidak save"
;"Kencang berita penganiayaan oleh anak pejabat Ditjen Pajak terhadap anak pengurus sebuah ormas. Namun, yang paling disorot publik ialah gaya hidup hedonistik keluarga jajaran Kementerian Keuangan (Kemenkeu) tersebut. #Opini 

https://t.co/T923uI2G9W https://t.co/rHFoAvcsQM"
;KPK Ungkap Celah Korupsi di Institusi Pajak https://t.co/ufugBPgRXA
;@kurapzs @DitjenPajakRI emang iya? udah ada bukti kalo rubicon dibeli dengan uang pajak?
;@dannycontact Kak harley nya bayar pajak kan kak...
;@kring_pajak min mau tanya kl lapor ppn web based status kurang bayar, tapi lupa utk upload BPN di lampiran pas lapornya itu harus pembetulan ?
;@txtdariterserah Kenapa dihilangkan? Ini kan bukti bahwa pajak, bea, dan cukai sudah berhasil mensejahterakan, walaupun baru pegawai pajaknya saja...Ayo rakyat wajib taat pajak
;@irenejuliency Mungkin mau dijadikan duta pajak , karena membongkar  mega mafia korupsi
;@Febrianrmdhn @DitjenPajakRI emang iya? udah ada bukti kalo RAT itu gunain uang pajak untuk beli rubicon?
;dulu pernah berpikir kok bapak gue ga 3ayar p4j4k ya, ternyata aku mulai paham kenapa.... ya karena percuma g ada untungnya untuk orang susah bayar pajak yg mana menyusahkan bagi kaum seperti keluarga kami
;"@zanatul_91 Dia mah sentimen ke semua asn, kecuali anak buahnya
Lah zaman covid thr gaji 13 dipangkas, kemenkeu malah ada insentif
Terakhir kmaren akhir tahun pgawainya dpt bonus jutaan dri munguti pajak"
;@aniesbaswedan @PKSejahtera Bebas pajak kendaraan bermotor bayar pajak waktu beli sajah
;"@yukobeltran @DitjenPajakRI min, pernah gak sih dateng ke kantor pajak &amp; liat gimana pelayanan pegawai pajak? ada gak step2 pelaporan dan pembayaran pajak yang g sesuai aturan dan di tf re rek pegawai? bukannya semua pembayaran pajak itu melalui billing?"
;@prastow Kalo pengunaan uang pajak untuk masyarakat kenapa jalan raya macam jalan provinsi, daerah, dsb masih banyak yg rusak dan jarang di perbaiki. Di daerah saya bekasi banyak pak jalannya rusak dan berlubang, bahkan saya udah tag sama orang bina marganya malah ga di gubris.
;"@kring_pajak #LupaEFIN 
1. WP.Pribadi atas nama astrini kanapan 
2. Sudah pernah log in tahun 2022 tapi lupa save efin"
;"@CNNIndonesia gaji pegawai pajak dikurangin aja bu, alokasi kan ke Nakes atau Guru honorer
atau buat subsidi para buruh umk kabupaten kaya saya bu????"
;@JohanTenma @Ziauddin_ST @CNNIndonesia Saya ga anti pemerintah, tp pemerintahnya yg anti rakyat, contoh kecilnya ya yg mas sebutin tadi, kalo pemerintah serius, kita ga perlu impor, malah kita yg ekspor, memang maunya instant aja, sama kaya pajak, cara cepat buat dptin duit
;"@kurawa Gw lebih peduli masalah pajak daripada masalah mario… mario sudah pasti bersalah…

Ini momentum untuk bersih2 pajak..

Pembuktian harta2 pegawe pajak

Jadi kangen sama norway… pajak besar banget tapi masyarakat ga ada yang ngeluh karena semuanya bener2 untuk masyarakat lagi…"
;Zakheus tukang mungut pajak aja kaga tengil flaxang-flexing Harley sama Rubicon. Dia mau tobat lagi sama Yesus.
;"@kafiradikalis Terlihat emosi. Klu sy cermati, 3 faktor yg bikin pressure publik demikian besar (&amp; bikin Bu Menkeu mengambil langkah yg ia ambil)
1. Gaya hidup mewah di media sosial
2. Sbgian masyarakat yg sdh berusaha byr pajak
3. Sbguan pegawai negeri yg menyoroti gaji &amp; tujangan kemenkeu"
;@XanthoShiNoda @DitjenPajakRI Kagak mau bayar pajak kita min, sebelum orang orang elu bayar pajak semua
;"Tentang Harta Rafael Alun Trisambodo, Sri Mulyani : Tidak Masuk Akal https://t.co/Wg4PdpmEoH
#SriMulyani #RafaelAlunTrisambodo #pajak #PajakKitaUntukPejabat #PajakKitaUntukBeliRubicon #PajakKitaUntukMereka #mariodandy #MarioDandySatriyo"
;Kisruh Penyelewengan Pajak terus berlanjut
;"""kalian kan enak kerja dalam kota, makan ikut org tua, apa2 masih org tua""

terus byr pajak, listrik, air, wifi, deterjen dll, sangu e adekku ate kok bayari a??????

sawang sinawang sam"
;@OposisiCerdas Jujur/ tidak susah pembuktiannya, yg pasti Penentuan tarif Pajak dilapangan banyak celah dan ga jarang terdengar nada sumbang.
;@hiroeshy @DitjenPajakRI kalo semua orang kaga bayar pajak, lu mau ngurusin negara? wkwkwkw
;@_DuaPagi @redorizaldi @TodiTwit @CNNIndonesia Enak bener pegawai pajak, pdhl rakyat yg bayar pajak ?? https://t.co/Sh1S6s6LFC
;@DitjenPajakRI Kami akan bayar pajak kalau pegawai pajak dicopot semua dulu gaes
;KPK Sebut Korupsi Pajak Berawal dari Wajib Pajak yang Tak Patuh https://t.co/5ttXI7yGtR
;"https://t.co/LKwfNA32BB

Mensos Risma ingin memberi teladan agar pegawai tetap menjaga kebersihan.

yg utama itu, beri teladan jaga kebersihan dari TUNGGAKAN PAJAK bu.
kerja bnyakan PENCITRAAN nya sih, 
ga bapak ga anak buah ya sama ajah..."
;"@detikcom Ujarku gayus kui yang terakhir kok yaaa...
Tetap waspada mbak sri, jangan2 banyak pengkhianat di internal mbak sri makane waktu baca berita mbak sri bagi bagi bonus ke pegawai pajak saya malah sedih mbak..."
;@ajengcute16__ Wkwkwkkk... Rasain loe.. ayoo payar pajak.. jangan cuma cuap2 ke kita bayar pajak jangan telaaat... Eeh giliran elo Yg hrsnya jd conto baik bagi kita2.. pura2 bego...
;@DitjenPajakRI #pajakuntukkita kita nya siapa ? Pegawai pajak ?
;"KPK Meminta Publik Tidak Hanya Fokus ke Pejabat Pajak Rafael Alun

KPK baru heboh setelah publik heboh, KPK seperti orang yg gak ngerti kerja, plonga plongo makan gaji buta... 

https://t.co/rGqE4rn1h7"
;@txtdariterserah Pajak dan cukai itu sebernya lahannya basah dan subur tinggal nanem sama metik.
;@DitjenPajakRI Saya malas lapor pajak
;@DitjenPajakRI Karyawannya suruh bayar pajak woy
;@DitjenPajakRI Eh.... masih maksain bayar pajak juga gaes...... dasar gak punya malu...
;@Mdy_Asmara1701 Kayanya petugas pajak dengan miliaran rupiah bukan hal aneh sejak orde baru. Sebelum gayus tambunan yg non eselon aja udah kaya auzibillah, apalagi eselon 3 hingga 1 yg busa mendanai partai segala, kecuali barangkali pa Mari'e Muhammad..he.he
;"Dulu SAMIN SUROSENTIKO, mengobarkan perlawanan bersama rakyat di Pegunungan Kendeng - Jateng, untuk menolak membayar pajak. Alasannya: pajak yg mereka bayarkan hanya dinikmati pemerintah kolonial, dan cenderung memberatkan rakyat kecil.

Samin akhirnya ditangkap, dan diasingkan. https://t.co/XOb6f9QVR8"
;@RonnyYulianto7 Pahlawan bersih2 dirjen Pajak
;@sumsel24jam @DitjenPajakRI mana buktinya kalo uang pajak di makan pejabat pajak? kalo bukti uang pajak buat dana pendidikan, bangun jalan, bangun bandara, stasiun, pelabuhan, bayar vaksin gratis, insentif covid, bantuan sosial, itu semua fakta
;@danawallet Min uang saya 17 juta bayar pajak masih ketahan min saya ga terima ntpn nya padahal saya mau lapor pajak
;@DitjenPajakRI #ditjenpajakri tai kalian habisi pajak rakyat
;@tudys_ @DitjenPajakRI Ujung ujungnya cuma pengen tau aja gaji kita brp? masuk kategori miskin apa kaya, punya harta rumahkah, Rubicon, moge brp, utang br? Kl lebih banyak gaji dan harta... Nahhhh auto dilirik, ayo bayar, naikkan pajaknya.. analisa sederhana, itu kenapa kita diminta ayo lapor pajak.
;"@martinhansen29 @kurawa Mau tanya donk mas.

Menurut mas, apakah pajak saat ini sudah Dikelola dengan baik?

Menurut mas, sebagai orang pajak bagaimana?"
;@rnamidubx @DitjenPajakRI Setuju, pap dong saldo rekening dan kekayaan pejabat pajak nya, awkowkowko
;"@jikrimaulana_nu @zanatul_91 @KemenkeuRI Gatau pajak paan, sodaqoh'an mgkn. 
Haruse kan /3bln terima 4.5jt, nyatane /3bln ntu (yg seringnya telat) terima ganyampe 4.5jt."
;"@DitjenPajakRI Kita masyarakat selalu di-bodoh²i oleh para maling untuk bayar pajak. @KemenkeuRI 
https://t.co/7FMjtGRiFv"
;"@detikcom krn pajak hny hibauan. dijadikan kewajiban, jika ada pelaporan &amp; pendaftaran. makanya bnyk yg gak lapor.

Negara ini baik, Ada yg memanfaatkan kebaikan negara itu, dan memastikan utk terus baik.

Orang pinter, dikalahkan orang berakal...??"
;"Selain  Rafael Alun Trisambodo, apakah anda setuju Dirjen Pajak Suryo Utomo diperiksa juga oleh @KPK_RI  ? 
LIKE  jika SETUJU
RETWEET jika SANGAT SETUJU
@ItjenKemenkeu https://t.co/NgqF2wpD43"
;"@VIVAcoid kalau gitu seluruh Anggota DPR , DPRD PKs segera buka2an LHKPNnya dan bukti pembayaran Pajak Harta dan Pajak penghasilanya, yuk ""berani jujur"" hebat yuk."
;"Wajib Pajak harus bijaksana.
Kalau Pengelola &amp; Pengguna Pajaknya Nggak ?? https://t.co/26FU9GhspJ"
;"Mahfud MD Ingatkan Polisi Untuk Tidak Main-Main Mengusut Penganiayaan Oleh Mario Dandy https://t.co/UXA97eiZBR
#MahfudMD #mariodandy #MarioDandySatriyo #pajak #PajakKitaUntukPejabat #PajakKitaUntukBeliRubicon #PajakKitaUntukMereka #PajakKitaUntukBeliMoge"
;@ajengcute16__ Ayo rakyat jelata semangat bayar pajak, supaya target pajak tercapai.Supaya kita rakyat kecil tidak mendengar lagi kebutuhan pokok kita yang katanya di subsidi tidak membebani APBN.
;"@DitjenPajakRI Pajak muaranya utk kesejahteraan rakyat
Upeti muaranya utk kesejahteraan penarik &amp; penggunanya"
;Trus udah masanya juga pendidikan terkait pajak ini masuk kurikulum SD atau SMA, biar udah tau. G asal asbun kayak sekarang
;"@RamliRizal Wkwkwkwkw saya setuju dengan sampean masalah karyawan yang tidak bayar pajak mbil. 

Tapi maaf sang DOCTOR yang tidak kesampaian jadi PROF. 

Ente panasin siape?"
;@CNNIndonesia Sebenernya kalau di field lain tuh bisa ya ga bayar pajak? Karena kalo karyawan kaya gue mau ga mau, ujug ujug, alias leb der, cempuleke udah dipotong aja gaji dengan segala tetek bengeknya.
;@kegblgnunfaedh duit bapak? duit pajak kali
;@pakantono ton akunmu ilang gk niat nyerang akun pajak a
;Liat cara mereka counter soal kejadian kemaren, sumpah makin males gua bayar pajak ??
;@R_Soentana @OposisiCerdas ....jangankan pajak....Sumbangan Wajib Dana Kecelakaan Lalu Lintas Jalan juga didenda kalau telat. Aneh, SUMBANGAN kok didenda.....??
;@Qaddim_95 kuliah jurusan pajak udah, dek Qaddim @Qaddim_95 ??
;@DitjenPajakRI Dirjen nya aja laporan pajak nya fiktip apalagi pegawainya, giliran org awam suruh bayar pajak dgn detail dan sgt rumit bgt
;"@Mukidi_alNgibul Td ane baca berita ; tenyata kumpulan moge itu yg kl weekend keliling2 touring itu adl bykan pegawai pajak"
;@DitjenPajakRI Nanti aku bayar pajak kalo dah punya rubikon, ya.
;@detikcom Jika saya tidak bayar pajak apakah aaya akan di usir dari bumi ini??
;@kafiradikalis Stop bayar pajak
;@txtdrpemerintah dumb move, tbh. Masalah RAT menyalahgunakan pajak atau gak itu sdh lewat, bnr atau gk nya, udah gk bisa diapa2in. Ancaman ku gini malah sama aja mendorong pemerintah biar gk memeriksa harta RAT, atau malah membela RAT, apapun hasil pemeriksannya
;Aing ga ikhlas duit pajak aing dipake foya2 sama keluarga pejabat.
;@republikaonline Banding ke guru sing wes jelas makmur kalau dah sertifikasi, banding surti dong, Buruh pembayar pajak, penghasil produksi TV yg setiap hari menghadang bus jemputan di pinggir jalan jam 4.30 subuh..hanya UMR
;@Dara_Cega @DitjenPajakRI @Telkomsel Bukti potong pajak itu untuk penghasilan, dan pembelian untuk dijual kembali (PPN)
;@anima Seharusnya seharga Ioniq 5, cuma krn pajak CBU, dan yg diimpor kesini tipe termahal doang
;"Beberapa hari yg lalu baca2 berita kata pak Jkw,ekonomi negara macet krn masyarakat berhemat,tdk suka belanja.Di instruksikan utk bnyak2 belanja.??
Kmudian bberapa hari ini ramai berita keluarga pegawai pajak yg ""WAH""
Trus MENKEU mnta klub Ditjen pajak dibubarkan. https://t.co/V3Rz4dTQEs"
;@Dennysiregar7 Dari kasus pajak juga kami harus sampaikan bahwa HARAM dan ga ikhlas kalau rezim ini menggunakan dana APBN dari pajak rakyat untuk membayar BuzzeRp membodohi rakyat. SIKAP..!!!!
;@RagilSemar Kalau begitu pemimpin ngajari untuk ngk bayar pajak
;Setuju banget ini, emang orang pajak itu radikal bgt ya, gak punya perasaan, kita kerja capek2 bayar pajak, ehhh ada yg korupsiin
;"@B_cooot @spesiallsambat @DitjenPajakRI Waaaaaaaawwwwww pinterrr sekaliii..

Gini gini… lu bisa jamin ngga si PK bayarin pajak yang udah d potong itu ke kas negara??

Atau misal si PK motong pajak 1000 pegawai, tp yg disetor ke kas negara cm 500, sisanya digelapin. DJP kan g bisa tau kalau karyawannya ga lapor SPT."
;@abu_waras Ada-ada saja netizen. Tidak habis thinking saya. Kok iso-isone kepikiran ngecek pajak mobil? The power of netizen.??
;@tukangrosok22 @MrWiseMan2020 @saidaqil @nahdlatululama @DitjenPajakRI @KPK_RI @PPATK Bayar pajak dan patuh pajak dulu, karena hukumannya fatal buat rakyat biasa.
;Orang bijak taat pajak, orang jahat makan pajak. orang gila tak diajak #KataBajak
;"@DitjenPajakRI Min barangkali disini ada yg bisa balikin akun WA yg terblokir dong.
Fee? Siap.
Tapi gak dikenakan pajak kan min? Masa pajak terus sih.
Pejabatnya dong nyontohin dulu, jgn malah rakyat dulu"
;Orang bijak awasi pajak
;Nah lho @DitjenPajakRI @kring_pajak @prastow .. By @saidaqil https://t.co/5YeuB6h5e6
;"@kafiradikalis Kebusukan yg mana sih? Wong gak dijelaskan detail ttg itu. Yg dikomplain soal alun &amp; emosinya dia krn surat komplainnya gak ditanggapi. Cuma nuduh dpt surat bodong. Dia ngeluh krn dia sbg kary pajak hrs kerja berat nagih2 pajak. Lah itukan emang SOPnya dia."
;"Cah wedok kelakuane kok podo koyok wong pajak ya nek ning IG?

Feed IGne kosong diarsipi hahaha."
;"@geloraco Ciri khas neonasakom emang gitu, caci maki pak harto raja kkn, eh ipk terburuk, elit pajak depkeu kaya raya, bahkan ga ada diberikan sangsi yg kaya mendadak, spt ketua dpr, ketua banggar...

Kondisi begini mrk nikmati banget, makanya sinis ke perubahan Anies."
;pasti ga bayar pajak jadi skok nya dipotong
;@geloraco Ini contoh upaya untuk memperbaiki citra Dirjen pajak.
;Pajak gue untuk beli rubicon elu????????
;@detikcom Motor syaa gak sekalian bu? Pajak masih panjang loh
;"@DitjenPajakRI Dengan membayar pajak; anda turut membantu mereka yang membutuhkan rubicon, harley, hingga tas mewah..."
;Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Mahfud MD menyebut jika eks pegawai Dirjen Pajak itu diduga terlibat pencucian uang 2013. https://t.co/mgAyMb4PQt
;@CH4__15R Ternyata rakyat pajak hanya untuk mensejahterakan para pejabat dan keluarganya.
;@keirajauw @pengarang_sajak menggila? profil anda apa sih? kena tarif pajak yg berapa persen?
;@DitjenPajakRI Gaji ga seberapa, dipotong pajak dan masih disuruh laporan?
;@nrwalfnd @DitjenPajakRI @kring_pajak Udh bisa kak? Hp android atau iphone kak? Soalnya saya dihp saya, hp suami dan hp temen sesama pengguna iphone sama” ga bisa?????? udh seharian ini
;Jangan gitu, dia menteri terbaik dgn prestasi gemilang yg sangat membahagiakan rakyat. Kita senang krn berkat beliau mobil listrik disubsidi, belum lagi penciuman hidungnya sangat tajam yg mampu mengendus sesuatunya dg pajak kecil yg membuat kita bahagia hehe
;"@DitjenPajakRI Sekedar curhat min, beberapa hari kemarin Saya sempet mau lapor SPT tahunan. Berhubung ada insiden ini malah jd kesel sendiri, gak sendiri sih, mungkin netizen Indo yg merasa DI ADA ADAIN BUAT BAYAR PAJAK, EH DUITNYA GATAU KEMANA hehe
Tp skrg mo lapor jd males hehe"
;"Keknya lagi musim pamer nih
Abis pejabat Ditjen pajak kini bea cukai https://t.co/ZtADzNwb7M"
;@opinijelek Bayar pajak gak mint
;@Nugroho16_ @logikapolitikid @DitjenPajakRI Jgn mengeluh ayo bayar pajak lagi masi banyak pegawai pajak belum punya rubicon
;Kasihan mbaknya jadi garda depan para …… pajak.
;"@asumsico Pajak dan Cukai digolongkan pekerjaan haram dilakukan.
Sebaiknya mencari yang lebih baik."
;@CNNIndonesia Beliao menceritakan kasus gayus 2012 jaman SBY tdk ada statemen perintah utuk tdk bayar pajak untuk sekarang inj
;@EXCOPARTAIBURUH Khusus Pegawai Pajak harus WASKAT yang tinggi.
;twitter aing jadi rame sama orang salah tag ditjen pajak ?? https://t.co/3F6SofE6WD
;@kring_pajak tolong cek dm ya min??
;besok yuna pake harley (yang udah bayar pajak)
;"@DitjenPajakRI Miris ya, dulu akun yg notabene dekat dg netizen karena cuitannya. Sekarang malah dirujak netizen. Waktu berlalu begitu cepat ya, Min. Reply nya udah gak hangat lagi.
HMM YG KAYA MAKIN KAYA, YG RAKYAT HARUS PAJAK. WAJIB."
;Oiya min kenapa EFIN tidak secara otomatis diberikan ketika wajib pajak membuat NPWP? Kenapa hrs membuat permohonan dulu dg mengisi form dan melampirkan persyaratan lainnya yg nampak kurang praktis? Kalau memang khawatir hilang, kan bisa langsung kirim ke email masing2 WP nya.
;Dari kasus pajak juga kami harus sampaikan bahwa HARAM dan ga ikhlas kalau rezim ini menggunakan dana APBN dari pajak rakyat untuk membayar BuzzeRp membodohi rakyat. SIKAP..!!!!
;"@logikapolitikid Gelar tiker sambil makan kacang dan keripik singkong. ??
Yg penting dr kasus ini adalah gaya hidup pejabat dirjen pajak yg bergelimang harta."
;@SobatMiramar @emmalover_2003 @DitjenPajakRI Tapi satu hal yg harus diinget, oknum2 yg kaya gini tu ga nilep pajak yang dibayar rakyat. Karena pajak sendiri bener2 disetor langsung masuk ke negara. Mereka justru bisa kaya biasanya dari orang2 yg gamau bayar pajak
;@DitjenPajakRI ???? tetep bayar pajak kok?? https://t.co/imRkhQh6gL
;Menteri Keuangan Sri Mulyani mengaku sudah menanyakan langsung soal lonjakan harta milik Dirjen Pajak Suryo Utomo. #bisnisupdate #update #bisnis #storyshot https://t.co/FMBibu7Fwx https://t.co/Y6lEOFsHAQ
;@Redmi96029591 @Adekke44 @joejack40 @prastow Swasta mah bodoamat kl urusan harga tinggal gausa pake produknya. Masalahnya buat apa kita bayar pajak kl endingnya negara malah menswastakan diri
;"Akibat kasus penganiayaan, Direktorat Jenderal Pajak kini diterjang krisis kepercayaan masyarakat. Bagaimana para pejabat bisa hidup mewah? 

Simak pembahasan selengkapnya di #BTalkKompasTV malam ini pkl 22.00 WIB di KompasTV 

Streaming: https://t.co/rUTSoY8ekA https://t.co/Q7qhCayDc1"
;"Akibat kasus penganiayaan, Direktorat Jenderal Pajak kini diterjang krisis kepercayaan masyarakat. Bagaimana para pejabat bisa hidup mewah? 

Simak pembahasan selengkapnya di #BTalkKompasTV malam ini pkl 22.00 WIB di KompasTV 

Streaming: https://t.co/rUTSoY7Gv2 https://t.co/TMZ7ARFKky"
;@RonnyYulianto7 Bisa bikin dirjen pajak d pecat jg, mantap ??
;@Midjan_La_2 dia gk bunuh org, dia gk nganiayaya org smpe koma, dia gk nyelewengkan pajak, dia gk korup, dia gk jual narkoba, dia bukn pemilik pabrik sabu. apa nya coba yg salah
;"@DitjenPajakRI Bedanya preman sama ditjen pajak??
Klo preman mungut duit pake dalih ""uang keamanan"" 
Kalo ditjen pajak mungut duit pake dalih ""uang pembangunan""

Sama"" nagih duit. Dan sama"" ntah kemana duitnya diperuntukkan."
;@CNNIndonesia Luar biasa Ibu kemana aja ? Emang di klo konoha itu menakjubkan kita beli barang kena pajak,beli motor kena pajak,tiap tahun kudu bayar pajak padahal negara atau @DitjenPajakRI kaga tuh bantuin patungan beli, Beli duit gw,gw dipaksa bayar pajak.. eh pegawai pajak yg dpt bonus
;"@asumsico itu kok tertulis ""djp"" (Pajak), bukan ""djbc"" (Bea Cukai) ???"
;@sandyprak @joejack40 @prastow Kl emg rakyat udh bayar via pajak harusnya di gratisin spt yg ada di Swedia yg mana rakyat sana udh gaperlu bayar sekolah sampe s2 dan sbgian biaya pengobatan karena pajak disana gila
;@Eben_Haizer @paijodirajo @prastow Fyi, pajak dan cukai itu 2 hal yang berbeda. Cukai merupakan pungutan atas suatu komoditas yang berpengaruh negatif untuk menekan laju konsumsi. Sedangkan pajak, kontribusi wajib sebagai penerimaan negara untuk dipergunakan bagi kesejahteraan rakyat~
;@DitjenPajakRI MOGOK BAYAR PAJAK.
;@OmbakBanyu2 Wes tak bantu pajak cukai yang tiap saat naik terus????
;"@kafiradikalis Kalau petugas pajak tersebut melapor ke polisi, apakah dia berhak untuk mendapatkan perlindungan dari LPSK yut????????????
Sepertinya bakalan rame nih masalah."
;@idextratime Ayo bayar pajak wahai rakyat jelata kasian soalnya blm semua pegawai pajak pake rubicon
;@DitjenPajakRI Gw udah laporan ke ditjen pajak wakanda. Terima kasih ingfonya
;"@JSierraNostra10 @DitjenPajakRI Trs yg 13rb internal itu gmna?
Internalnya aja bnyak yg ga bayar pajak dan lapor seluruh harta mereka, trs mnta rakyat lapor gituh...
Ibarat gajah dipelupuk mata tak tampak tapi semut disebrang lautan tampak."
;"@masBUNG3 @DitjenPajakRI Sama buat 1 lagi

PAJAK KALIAN YG MENSEJAHTERAKAN KAMI 

??????"
;@OposisiCerdas Pajak backbone negara kapitalisme, juga utk negara pengekornya walau ngakunya separuh hati. Dalam sistem Islam tak dikenal pajak kecuali almaksi yang dilarang. Yang mirip pajak adalah dharibah tapi hanya dikenakan kpd warga negara muslim kaya disaat kas baitul maal kosong.
;"@Umbisabar @spesiallsambat @DitjenPajakRI Ga mutu statement mu, harusnya kan sistem otomatis,
Kalo sistemnya bener bagus dan otomatis tu gini

PK melaporkan gaji pegawai
Sistem otomatis kalkulasi besaran potongan pajak yg harus dibayar
PK membayar pajak sesuai kalkulasi
WP tinggal mengkonfirmasi / mereview bukti potong,"
;"@Mukidi_alNgibul Pajak itu sudah sajak dulu 
Dari rakyat untuk rakyat. Rakyat membayar ke pemerintah pajak pemerintah harus menjalankan tugasnya dgn baikkk bukan mengkaitkan bayar pajak dgn haram 
Aneh ni bocah puber"
;"@DitjenPajakRI Selogan pajak 
Orang bijak taat pajak
GA nya moge ato Rubicon ??????"
;@dr_koko28 Memang betul. Masih banyak pihak yg berhak dapat bantuan dari pajak. Masih yakin ini negara hukum yg salah tetap dihukum. Cukup kawal prosesnya jgn bikin gaduh
;pesen aja utk yg dapet kip, lpdp, atau beasiswa apapun di pake yg bener ya. kayanya duit pajak ortu ak ada di situ deh wkwk. mayan kan kalo duit pajak di buat makan di rumah dripada dibayarin pajak trs disalurin beasiswa ehh beswannya malah melenceng buat foya foya ????
;@rifqiazizian Betul, dana dari uang pajak itu manfaatnya banyak. Tapi kita tidak bicara soal dana pajaknya, kita bicara org2 yg berada di lingkungan pajaknya. Kalo banyak org2 yg gak jujur, bersih2 cara Sri Mulyani itu benar
;@kangngabei @tatakujiyati Hebat jkta di tangan anies..rapi terancana dan sukses..pengelolaan pajak tepat guna..klo sebelmnya berantakan janji2 doank dan cuma gede mulut ngk kerja apa2 ??
;@DitjenPajakRI Pajak kita untuk kalian
;Jadi, bakal ga ada pajak lagi ya? Mantap lah ini.
;"Dirjen Pajak tolong kasih fitur buat pilih opsi distribusi pajak yg dibayarkan fokus untuk apa gitu
Contoh buat pendidikan, fasilitas umum, gaji guru, dll"
;Gokill.konten ini jadi bahan reset seberapa percaya orang bayar pajak setelah kasus kemarin dan hasilnya nihil wkwkwkwkw
;Anggota DPR: Gerakan Bayar Pajak Berpotensi Mengikis Kepercayaan Pembayar https://t.co/8cEkq0RCqH
